2.708309999999999995e+00,2.590860000000000163e+00,5.444039999999999990e-01
8.123029999999999973e+00,2.590860000000000163e+00,5.444039999999999990e-01
4.900000000000000355e+00,8.400000000000000355e+00,2.999999999999999889e-01
-1.199999999999999956e+00,-1.019999999999999929e+01,3.600000000000000089e+00
-8.099999999999999645e+00,-1.800000000000000000e+01,2.999999999999999889e-01
-8.121130000000000848e+00,-1.643980000000000175e+01,5.444039999999999990e-01
1.199999999999999956e+00,-1.019999999999999929e+01,3.600000000000000089e+00
1.199999999999999956e+00,-1.319999999999999929e+01,3.600000000000000089e+00
-5.500000000000000000e+00,8.400000000000000355e+00,2.999999999999999889e-01
-1.330000000000000071e+01,-4.799999999999999822e+00,2.999999999999999889e-01
-1.590000000000000036e+01,-4.799999999999999822e+00,2.999999999999999889e-01
-5.500000000000000000e+00,-1.800000000000000000e+01,2.999999999999999889e-01
1.199999999999999956e+00,-1.619999999999999929e+01,3.600000000000000089e+00
-2.899999999999999911e+00,-1.800000000000000000e+01,2.999999999999999889e-01
-2.706409999999999982e+00,-1.643980000000000175e+01,5.444039999999999990e-01
-2.899999999999999911e+00,-4.799999999999999822e+00,2.999999999999999889e-01
-2.706409999999999982e+00,2.590860000000000163e+00,5.444039999999999990e-01
-8.121130000000000848e+00,2.590860000000000163e+00,5.444039999999999990e-01
-2.899999999999999911e+00,8.400000000000000355e+00,2.999999999999999889e-01
-1.199999999999999956e+00,-1.619999999999999929e+01,3.600000000000000089e+00
2.299999999999999822e+00,-1.800000000000000000e+01,2.999999999999999889e-01
2.708309999999999995e+00,-1.643980000000000175e+01,5.444039999999999990e-01
1.530000000000000071e+01,-4.799999999999999822e+00,2.999999999999999889e-01
1.269999999999999929e+01,-4.799999999999999822e+00,2.999999999999999889e-01
2.299999999999999822e+00,8.400000000000000355e+00,2.999999999999999889e-01
2.299999999999999822e+00,-4.799999999999999822e+00,2.999999999999999889e-01
4.900000000000000355e+00,-4.799999999999999822e+00,2.999999999999999889e-01
8.123029999999999973e+00,-1.643980000000000175e+01,5.444039999999999990e-01
7.500000000000000000e+00,-1.800000000000000000e+01,2.999999999999999889e-01
4.900000000000000355e+00,-1.800000000000000000e+01,2.999999999999999889e-01
-2.999999999999999889e-01,-1.800000000000000000e+01,2.999999999999999889e-01
-1.199999999999999956e+00,-1.319999999999999929e+01,3.600000000000000089e+00
